bigrams1,bigrams2,problaility
yeah,raining,0.001
yeah,<,0.001
yeah,gon,0.001
yeah,na,0.001
yeah,good,0.001
yeah,cycle,0.001
shaundiviney,maybe,0.001
shaundiviney,one,0.001
shaundiviney,oasis,0.001
stephenfry,things,0.001
stephenfry,ive,0.001
stephenfry,found,0.001
stephenfry,better,0.001
stephenfry,settling,0.001
stephenfry,long,0.001
stephenfry,trip,0.001
stephenfry,wandering,0.001
stephenfry,around,0.001
stephenfry,london,0.001
stephenfry,<,0.001
im,happy,0.001
im,mood,0.001
cant,believe,0.001
cant,entire,0.001
cant,plane,0.001
cant,full,0.001
cant,people,0.001
cant,big,0.001
cant,disappeared,0.001
cant,<,0.001
cant,absolutely,0.001
cant,screwed,0.001
pinkkpaiige12,whats,0.001
pinkkpaiige12,going,0.001
pinkkpaiige12,<,0.001
pooping,pennsylvania,0.001
pooping,rest,0.001
pooping,stop,0.001
pooping,<,0.001
pooping,hate,0.001
pooping,using,0.001
pooping,public,0.001
pooping,toilets,0.001
enjoy,doubt,0.001
enjoy,<,0.001
enjoy,r,0.001
enjoy,sold,0.001
enjoy,houston,0.001
ate,much,0.001
ate,shit,0.001
ate,lunch,0.001
ate,feel,0.001
ate,sick,0.001
ate,<,0.001
brettkloesel,yeah,0.001
brettkloesel,thanks,0.001
brettkloesel,rude,0.001
brettkloesel,post,0.001
brettkloesel,<,0.001
brettkloesel,didnt,0.001
brettkloesel,see,0.001
brettkloesel,till,0.001
brettkloesel,posted,0.001
brettkloesel,last,0.001
brettkloesel,one,0.001
brettkloesel,nice,0.001
zate,say,0.001
zate,technical,0.001
zate,people,0.001
zate,part,0.001
zate,decision,0.001
zate,making,0.001
zate,process,0.001
edlee,guess,0.001
edlee,someone,0.001
edlee,step,0.001
edlee,declare,0.001
edlee,twitter,0.001
edlee,overhyped,0.001
edlee,<,0.001
edlee,certainly,0.001
edlee,attracts,0.001
edlee,spotlight,0.001
work,tomorrow,0.001
poor,daughter,0.001
poor,vero,0.001
poor,16,0.001
poor,rock,0.001
poor,festival,0.001
poor,weekend,0.001
poor,<,0.001
poor,hope,0.001
poor,drown,0.001
poor,get,0.001
poor,cold,0.001
early,im,0.001
early,going,0.001
early,campening,0.001
really,really,0.001
really,wan,0.001
really,na,0.001
really,go,0.001
really,see,0.001
really,maxwell,0.001
really,concert,0.001
really,tickets,0.001
really,mad,0.001
really,expensive,0.001
really,tho,0.001
laurenbotzspons,wish,0.001
laurenbotzspons,knew,0.001
laurenbotzspons,life,0.001
laurenbotzspons,redic,0.001
laurenbotzspons,<,0.001
way,home,0.001
way,work,0.001
way,<,0.001
way,thinks,0.001
way,sad,0.001
way,missing,0.001
way,14,0.001
way,y/o,0.001
way,found,0.001
way,yarra,0.001
way,poor,0.001
way,family,0.001
tommcfly,dougiemcfly,0.001
tommcfly,dannymcfly,0.001
tommcfly,mcflyharry,0.001
tommcfly,philippines,0.001
tommcfly,needs,0.001
tommcfly,<,0.001
tommcfly,please,0.001
tommcfly,come,0.001
tommcfly,mcflyinmanila,0.001
selling,artwork,0.001
selling,risk,0.001
selling,game,0.001
selling,boys,0.001
selling,startrek,0.001
selling,needed,0.001
selling,<,0.001
selling,good,0.001
selling,day,0.001
im,ready,0.001
im,bed,0.001
im,<,0.001
im,madi,0.001
im,much,0.001
donniewahlberg,blessing,0.001
donniewahlberg,c,0.001
donniewahlberg,u,0.001
donniewahlberg,<,0.001
donniewahlberg,especially,0.001
donniewahlberg,meeting,0.001
donniewahlberg,pittsburgh,0.001
donniewahlberg,1,0.001
donniewahlberg,best,0.001
donniewahlberg,nights,0.001
donniewahlberg,life,0.001
donniewahlberg,honor,0.001
softandpoofyone,beofre,0.001
softandpoofyone,get,0.001
softandpoofyone,back,0.001
softandpoofyone,see,0.001
softandpoofyone,ya,0.001
softandpoofyone,<,0.001
thas,<,0.001
thas,talks,0.001
thas,homies,0.001
thas,behind,0.001
thas,backbut,0.001
thas,always,0.001
thas,em,0.001
thas,ery,0.001
thas,location,0.001
thas,thas,0.001
thas,got,0.001
thas,ta,0.001
thas,love,0.001
thas,zro,0.001
realkidpoker,youre,0.001
realkidpoker,wolverine,0.001
realkidpoker,<,0.001
realkidpoker,know,0.001
realkidpoker,im,0.001
realkidpoker,never,0.001
realkidpoker,gon,0.001
realkidpoker,na,0.001
realkidpoker,receive,0.001
realkidpoker,twitter,0.001
realkidpoker,reply,0.001
realkidpoker,get,0.001
realkidpoker,meet,0.001
realkidpoker,u,0.001
realkidpoker,vegas,0.001
realkidpoker,trip,0.001
realkidpoker,year,0.001
twishmay,im,0.001
twishmay,working,0.001
twishmay,something,0.001
twishmay,office,0.001
twishmay,<,0.001
twishmay,cool,0.001
therounddiet,hey,0.001
therounddiet,<,0.001
therounddiet,love,0.001
therounddiet,idea,0.001
therounddiet,round,0.001
therounddiet,diet,0.001
therounddiet,books,0.001
therounddiet,amazon,0.001
therounddiet,yet,0.001
romaineami,know,0.001
romaineami,<,0.001
romaineami,love,0.001
romaineami,havin,0.001
romaineami,two,0.001
romaineami,different,0.001
romaineami,convos,0.001
romaineami,places,0.001
romaineami,next,0.001
romaineami,diff,0.001
romaineami,convo,0.001
romaineami,myspace,0.001
romaineami,lol,0.001
green,day,0.001
green,livelavalive,0.001
green,new,0.001
green,idols,0.001
green,<,0.001
green,sorry,0.001
green,lacey,0.001
green,awesome,0.001
green,voice,0.001
green,compare,0.001
green,hope,0.001
green,youll,0.001
green,settle,0.001
green,number,0.001
green,three,0.001
rayamartin,ang,0.001
rayamartin,gandaaa,0.001
rayamartin,lt3,0.001
rayamartin,gusto,0.001
rayamartin,ko,0.001
rayamartin,rin,0.001
rayamartin,ng,0.001
rayamartin,fresh,0.001
rayamartin,croissant,0.001
rayamartin,<,0.001
rayamartin,mmm,0.001
joenid,<,0.001
joenid,spreading,0.001
joenid,love,0.001
joenid,waves,0.001
joenid,hi,0.001
wow,<,0.001
wow,night,0.001
wow,lss,0.001
wow,slightly,0.001
wow,inebriated,0.001
wow,south,0.001
wow,beach,0.001
wow,priceless,0.001
excited,<,0.001
excited,leaving,0.001
excited,alton,0.001
excited,towers,0.001
excited,16,0.001
excited,hours,0.001
affan,freaking,0.001
affan,pandora,0.001
affan,app,0.001
affan,<,0.001
affan,last,0.001
affan,fm,0.001
affan,imeem,0.001
georgia,theatre,0.001
georgia,badly,0.001
georgia,burned,0.001
georgia,lots,0.001
georgia,smoke,0.001
georgia,street,0.001
georgia,lights,0.001
georgia,dt,0.001
mahika,link,0.001
mahika,<,0.001
mahika,wan,0.001
mahika,na,0.001
mahika,take,0.001
mahika,look,0.001
mahika,bookmark,0.001
mahika,would,0.001
mahika,make,0.001
mahika,lot,0.001
mahika,easier,0.001
mahika,brain,0.001
mahika,hurts,0.001
busy,day,0.001
busy,<,0.001
busy,got,0.001
busy,ta,0.001
busy,house,0.001
busy,chores,0.001
busy,amp,0.001
busy,get,0.001
busy,ready,0.001
busy,andrea,0.001
busy,bocelli,0.001
busy,show,0.001
busy,tonight,0.001
busy,hollywood,0.001
busy,bowl,0.001
calvinharris,find,0.001
calvinharris,cuppa,0.001
calvinharris,hot,0.001
calvinharris,water,0.001
calvinharris,helps,0.001
calvinharris,loogies,0.001
calvinharris,<,0.001
calvinharris,know,0.001
calvinharris,somethings,0.001
calvinharris,better,0.001
calvinharris,enjoy,0.001
calvinharris,dooobai,0.001
jazzyfizza,course,0.001
jazzyfizza,wed,0.001
jazzyfizza,smash,0.001
came,back,0.001
came,seeing,0.001
came,nin,0.001
came,<,0.001
came,want,0.001
came,upload,0.001
came,fav,0.001
came,song,0.001
came,night,0.001
came,show,0.001
chrisworthy,got,0.001
chrisworthy,word,0.001
chrisworthy,grand,0.001
chrisworthy,opening,0.001
chrisworthy,postponed,0.001
chrisworthy,credit,0.001
chrisworthy,card,0.001
chrisworthy,machine,0.001
chrisworthy,wont,0.001
chrisworthy,arrive,0.001
chrisworthy,<,0.001
kevridesthecab,na,0.001
kevridesthecab,stuck,0.001
kevridesthecab,rin,0.001
kevridesthecab,sa,0.001
kevridesthecab,akin,0.001
kevridesthecab,yung,0.001
kevridesthecab,song,0.001
dsbabygirl,hey,0.001
dsbabygirl,grl,0.001
dsbabygirl,<,0.001
dsbabygirl,found,0.001
dsbabygirl,u,0.001
dsbabygirl,thats,0.001
dsbabygirl,like,0.001
dsbabygirl,hehe,0.001
dsbabygirl,lol,0.001
dsbabygirl,wish,0.001
dsbabygirl,could,0.001
dsbabygirl,go,0.001
dsbabygirl,sat,0.001
dsbabygirl,w/,0.001
dsbabygirl,ya,0.001
dsbabygirl,late,0.001
dsbabygirl,buy,0.001
dsbabygirl,tix,0.001
dsbabygirl,awww,0.001
dsbabygirl,cant,0.001
dsbabygirl,wait,0.001
6,followers,0.001
6,1000,0.001
6,whos,0.001
6,going,0.001
6,help,0.001
think,clowns,0.001
think,far,0.001
think,badly,0.001
think,decomposed,0.001
think,funny,0.001
think,<,0.001
think,scary,0.001
allergist,aww,0.001
allergist,jealous,0.001
allergist,<,0.001
allergist,sushi,0.001
allergist,roxxors,0.001
allergist,piece,0.001
allergist,salmon,0.001
mom,appalled,0.001
mom,told,0.001
mom,ate,0.001
mom,spam,0.001
mom,tasted,0.001
mom,really,0.001
mom,good,0.001
mom,<,0.001
probably,getting,0.001
probably,virginia,0.001
probably,next,0.001
johnpapa,430,0.001
johnpapa,friday,0.001
johnpapa,youve,0.001
johnpapa,already,0.001
johnpapa,got,0.001
johnpapa,fine,0.001
johnpapa,china,0.001
johnpapa,<,0.001
johnpapa,want,0.001
johnpapa,still,0.001
johnpapa,work,0.001
going,bed,0.001
going,soooo,0.001
going,tired,0.001
going,ugh,0.001
going,sure,0.001
going,im,0.001
going,tomorrow,0.001
going,w,0.001
going,e,0.001
going,lt/3,0.001
writeplayrepeat,probably,0.001
writeplayrepeat,wont,0.001
writeplayrepeat,make,0.001
writeplayrepeat,tomorrow,0.001
writeplayrepeat,due,0.001
writeplayrepeat,fact,0.001
writeplayrepeat,go,0.001
writeplayrepeat,rescue,0.001
writeplayrepeat,friend,0.001
writeplayrepeat,later,0.001
writeplayrepeat,tonight,0.001
writeplayrepeat,<,0.001
writeplayrepeat,sorry,0.001
crunchpow,know,0.001
crunchpow,<,0.001
crunchpow,going,0.001
crunchpow,pay,0.001
crunchpow,back,0.001
crunchpow,soon,0.001
crunchpow,getknifed,0.001
crunchpow,nick,0.001
crunchpow,paid,0.001
crunchpow,site,0.001
crunchpow,im,0.001
crunchpow,ill,0.001
crunchpow,make,0.001
swear,felt,0.001
swear,earthquake,0.001
swear,lol,0.001
hautepersian,ahaha,0.001
sick,past,0.001
sick,3,0.001
sick,days,0.001
glad,truck,0.001
glad,<,0.001
glad,even,0.001
glad,isnt,0.001
glad,insured,0.001
main,naheen,0.001
main,khail,0.001
main,raha,0.001
main,loagon,0.001
main,ne,0.001
main,mujhay,0.001
main,seriously,0.001
main,lena,0.001
main,shuroo,0.001
main,kardia,0.001
main,hay,0.001
mrbenrubery,puppies,0.001
mrbenrubery,arent,0.001
mrbenrubery,ready,0.001
mrbenrubery,three,0.001
mrbenrubery,weeks,0.001
mrbenrubery,cried,0.001
mrbenrubery,much,0.001
mrbenrubery,lol,0.001
mrbenrubery,never,0.001
mrbenrubery,fear,0.001
mrbenrubery,weve,0.001
mrbenrubery,found,0.001
teach,4,0.001
teach,year,0.001
teach,olds,0.001
teach,<,0.001
hear,songs,0.001
hear,miley,0.001
hear,cyrus,0.001
oh,<,0.001
oh,feeling,0.001
oh,sick,0.001
oh,resting,0.001
oh,night,0.001
oh,away,0.001
oh,hope,0.001
oh,feel,0.001
oh,better,0.001
oh,xoxovirginia,0.001
realized,lost,0.001
realized,entire,0.001
realized,itunes,0.001
realized,collection,0.001
realized,<,0.001
realized,day,0.001
realized,seriously,0.001
realized,ugh,0.001
starving,exhausted,0.001
starving,go,0.001
starving,get,0.001
starving,food,0.001
starving,<,0.001
sashas,helped,0.001
sashas,course,0.001
lamarlee,heys,0.001
lamarlee,thanks,0.001
lamarlee,following,0.001
aww,<,0.001
aww,watching,0.001
aww,mv,0.001
aww,white,0.001
aww,horse,0.001
aww,taylor,0.001
aww,swift,0.001
going,outside,0.001
going,like,0.001
going,feel,0.001
going,rain,0.001
going,skin,0.001
going,yes,0.001
going,weird,0.001
going,know,0.001
yayyy,daddy,0.001
yayyy,making,0.001
yayyy,grilled,0.001
yayyy,cheese,0.001
yayyy,get,0.001
yayyy,home,0.001
yayyy,apologize,0.001
yayyy,late,0.001
yayyy,<,0.001
yayyy,im,0.001
yayyy,tired,0.001
yayyy,yell,0.001
yayyy,anyways,0.001
yayyy,though,0.001
passing,twitter,0.001
passing,flu,0.001
passing,others,0.001
traceyfalk,personal,0.001
traceyfalk,records,0.001
traceyfalk,real,0.001
traceyfalk,book,0.001
traceyfalk,<,0.001
shellrawlins,mooooooorning,0.001
therealjordin,wow,0.001
therealjordin,deep,0.001
therealjordin,battlefield,0.001
therealjordin,beautiful,0.001
therealjordin,<,0.001
therealjordin,youre,0.001
therealjordin,inspirationlt3,0.001
pickassoreborn,thanks,0.001
pickassoreborn,going,0.001
pickassoreborn,rain,0.001
pickassoreborn,weekend,0.001
thanks,canadian,0.001
thanks,friends,0.001
thanks,inventing,0.001
thanks,crown,0.001
thanks,royale,0.001
thanks,<,0.001
thanks,right,0.001
thanks,amounts,0.001
thanks,problems,0.001
thanks,forgotten,0.001
listening,africa,0.001
listening,karl,0.001
listening,wolf,0.001
listening,quotits,0.001
listening,gon,0.001
listening,na,0.001
listening,take,0.001
listening,alot,0.001
listening,drag,0.001
listening,away,0.001
listening,youquot,0.001
listening,lt3,0.001
poetrysue,lol,0.001
poetrysue,x,0.001
stephenfry,doesnt,0.001
stephenfry,work,0.001
stephenfry,blackberry,0.001
tweeting,feels,0.001
tweeting,like,0.001
tweeting,death,0.001
tweeting,bed,0.001
tweeting,apparently,0.001
tweeting,withdrawls,0.001
tweeting,medicine,0.001
tweeting,making,0.001
tweeting,sick,0.001
pussycat,dolls,0.001
pussycat,jakarta,0.001
pussycat,please,0.001
pussycat,take,0.001
pussycat,brazil,0.001
pussycat,<,0.001
musewire,couldnt,0.001
musewire,get,0.001
musewire,muse,0.001
musewire,tickets,0.001
musewire,fam,0.001
musewire,cant,0.001
musewire,afford,0.001
musewire,expensive,0.001
musewire,ones,0.001
musewire,cry,0.001
musewire,whenever,0.001
musewire,someone,0.001
musewire,says,0.001
musewire,lie,0.001
musewire,x,0.001
im,lolwe,0.001
im,finished,0.001
im,deck,0.001
im,looks,0.001
im,awesome,0.001
littlelisa69,hiya,0.001
littlelisa69,ill,0.001
littlelisa69,10,0.001
littlelisa69,hoping,0.001
littlelisa69,mobile,0.001
littlelisa69,tweets,0.001
littlelisa69,set,0.001
littlelisa69,today,0.001
littlelisa69,may,0.001
littlelisa69,drop,0.001
littlelisa69,go,0.001
littlelisa69,around,0.001
think,something,0.001
think,wrong,0.001
think,uk2,0.001
think,live,0.001
think,support,0.001
think,offline,0.001
think,amp,0.001
think,email,0.001
think,taking,0.001
think,hours,0.001
think,come,0.001
busydiscoball,yah,0.001
busydiscoball,<,0.001
busydiscoball,geek,0.001
busydiscoball,term,0.001
busydiscoball,means,0.001
busydiscoball,something,0.001
busydiscoball,like,0.001
busydiscoball,work,0.001
busydiscoball,used,0.001
thanks,parastoo,0.001
thanks,nice,0.001
thanks,original,0.001
thanks,package,0.001
thanks,quotfriendsquot,0.001
thanks,room,0.001
thanks,yoohooo,0.001
rosaliiinda,practicing,0.001
rosaliiinda,piano,0.001
rosaliiinda,<,0.001
rosaliiinda,ima,0.001
rosaliiinda,wash,0.001
rosaliiinda,whip,0.001
rosaliiinda,later,0.001
rosaliiinda,muggt,0.001
summer,<,0.001
summer,fantastic,0.001
summer,easy,0.001
summer,ride,0.001
summer,mtb,0.001
summer,fiancee,0.001
summer,must,0.001
summer,start,0.001
summer,reading,0.001
summer,vat,0.001
summer,tax,0.001
forgot,set,0.001
forgot,alarm,0.001
forgot,6am,0.001
forgot,ride,0.001
forgot,hope,0.001
forgot,get,0.001
forgot,easy,0.001
forgot,miles,0.001
forgot,work,0.001
forgot,<,0.001
forgot,tomorrow,0.001
forgot,racin,0.001
forgot,gap,0.001
diamondblvd,found,0.001
diamondblvd,<,0.001
diamondblvd,plugged,0.001
diamondblvd,360,0.001
courtney319,sad,0.001
courtney319,times,0.001
courtney319,<,0.001
courtney319,shoulda,0.001
courtney319,started,0.001
courtney319,leaving,0.001
courtney319,benches,0.001
courtney319,quotfree,0.001
courtney319,quot,0.001
courtney319,postits,0.001
courtney319,em,0.001
peer,pressure,0.001
peer,suckswouldnt,0.001
peer,want,0.001
peer,kid,0.001
peer,kids,0.001
peer,mean,0.001
peer,<,0.001
peer,grow,0.001
peer,adults,0.001
chicagolatina80,sorry,0.001
chicagolatina80,hear,0.001
chicagolatina80,<,0.001
chicagolatina80,make,0.001
chicagolatina80,jam,0.001
mrmarty,gt,0.001
mrmarty,<,0.001
mrmarty,get,0.001
mrmarty,mixed,0.001
mrmarty,someone,0.001
mrmarty,used,0.001
mrmarty,fl,0.001
wondering,always,0.001
wondering,starts,0.001
wondering,pouring,0.001
wondering,rain,0.001
wondering,light,0.001
wondering,bbq,0.001
jodie,feel,0.001
jodie,15,0.001
jodie,<,0.001
jodie,realising,0.001
jodie,19,0.001
jodie,old,0.001
jodie,ready,0.001
jodie,let,0.001
jodie,good,0.001
jodie,times,0.001
jodie,roll,0.001
jodie,haha,0.001
jodie,take,0.001
jodie,xx,0.001
sj32,question,0.001
sj32,<,0.001
tommcfly,poetry,0.001
tommcfly,reading,0.001
tommcfly,night,0.001
tommcfly,love,0.001
tommcfly,rhyme,0.001
tommcfly,song,0.001
im,going,0.001
im,calgary,0.001
im,sunday,0.001
im,evening,0.001
im,see,0.001
im,caribouboy,0.001
gavin8,shes,0.001
gavin8,still,0.001
gavin8,<,0.001
looking,forward,0.001
looking,seeing,0.001
looking,<,0.001
looking,tonight,0.001
frommystudio,weekly,0.001
frommystudio,webcomic,0.001
frommystudio,cant,0.001
frommystudio,linger,0.001
frommystudio,bad,0.001
frommystudio,week,0.001
frommystudio,script,0.001
frommystudio,art,0.001
frommystudio,gone,0.001
frommystudio,pretty,0.001
frommystudio,quick,0.001
frommystudio,2,0.001
dhughesy,help,0.001
dhughesy,boobs,0.001
dhughesy,<,0.001
kristenstewart9,best,0.001
kristenstewart9,fun,0.001
kristenstewart9,<,0.001
linuxnut,car,0.001
linuxnut,looks,0.001
linuxnut,good,0.001
linuxnut,price,0.001
gkarageorge,screw,0.001
gkarageorge,<,0.001
gkarageorge,read,0.001
gkarageorge,blog,0.001
gkarageorge,brother,0.001
delbertshoopman,good,0.001
delbertshoopman,luck,0.001
delbertshoopman,footage,0.001
delbertshoopman,none,0.001
delbertshoopman,stations,0.001
delbertshoopman,breaking,0.001
delbertshoopman,live,0.001
harkaway,knooow,0.001
harkaway,true,0.001
harkaway,winner,0.001
harkaway,also,0.001
harkaway,takes,0.001
harkaway,losing,0.001
harkaway,much,0.001
harkaway,better,0.001
welshdrew,look,0.001
welshdrew,blipping,0.001
welshdrew,nice,0.001
welshdrew,work,0.001
welshdrew,try,0.001
welshdrew,http//leo,0.001
welshdrew,<,0.001
welshdrew,lobato,0.001
welshdrew,org/blipster/,0.001
welshdrew,helps,0.001
welshdrew,filter,0.001
welshdrew,rubbish,0.001
caught,drinkin,0.001
caught,water,0.001
caught,http//twitpic,0.001
caught,<,0.001
caught,com/4ijt4,0.001
im,2,0.001
im,sleep,0.001
im,gnite,0.001
im,tweetys,0.001
cant,sleep,0.001
cant,school,0.001
waiting,zac,0.001
waiting,brown,0.001
waiting,band,0.001
waiting,ahhhhh,0.001
pirrofina,tears,0.001
pirrofina,lmao,0.001
pirrofina,<,0.001
pirrofina,thats,0.001
pirrofina,cute,0.001
ridiculously,sick,0.001
ridiculously,<,0.001
ridiculously,waaaah,0.001
shannynb,yeah,0.001
shannynb,missed,0.001
shannynb,rove,0.001
shannynb,apparently,0.001
shannynb,twitter,0.001
shannynb,isnt,0.001
shannynb,real,0.001
shannynb,<,0.001
woohoo,today,0.001
woohoo,friday,0.001
woohoo,<,0.001
woohoo,got,0.001
woohoo,ta,0.001
woohoo,get,0.001
woohoo,3,0.001
woohoo,days,0.001
woohoo,fun,0.001
im,beginning,0.001
im,hate,0.001
im,perezhilton,0.001
im,increasing,0.001
im,snobbishness,0.001
im,stemming,0.001
im,rising,0.001
im,fame,0.001
im,found,0.001
im,new,0.001
im,favorite,0.001
im,blogger,0.001
dufalbagent,thanks,0.001
dufalbagent,boo,0.001
dufalbagent,<,0.001
drewie123,thanks,0.001
drewie123,playing,0.001
drewie123,<,0.001
drewie123,helluva,0.001
drewie123,movie,0.001
drewie123,enjoy,0.001
woke,coldish,0.001
woke,nap,0.001
woke,<,0.001
woke,hope,0.001
woke,dont,0.001
woke,get,0.001
woke,sick,0.001
cultureshockmag,sad,0.001
cultureshockmag,n,0.001
cultureshockmag,makes,0.001
cultureshockmag,amp,0.001
